datetime_of_operation,alpha,temperature,mondrian,image_path,image_name,point_prediction,prediction_set,set_size,Nominal_prob,Defective_prob,nominal_description,defective_description
2025-11-18T19:07:47.859252,0.1,1.0,False,img_0,img_0,Defective,Defective,1,0.5,0.5,Nominal: nominal_26,Defective: defective_24
2025-11-18T19:07:47.859252,0.1,1.0,False,img_1,img_1,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_17,Defective: defective_18
2025-11-18T19:07:47.859252,0.1,1.0,False,img_2,img_2,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_34,Defective: defective_32
2025-11-18T19:07:47.859252,0.1,1.0,False,img_3,img_3,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_16,Defective: defective_18
2025-11-18T19:07:47.859252,0.1,1.0,False,img_4,img_4,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_17,Defective: defective_25
2025-11-18T19:07:47.859252,0.1,1.0,False,img_5,img_5,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_17,Defective: defective_46
2025-11-18T19:07:47.859252,0.1,1.0,False,img_6,img_6,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_24,Defective: defective_48
2025-11-18T19:07:47.859252,0.1,1.0,False,img_7,img_7,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_24,Defective: defective_35
2025-11-18T19:07:47.859252,0.1,1.0,False,img_8,img_8,Defective,Defective,1,0.5,0.5,Nominal: nominal_45,Defective: defective_2
2025-11-18T19:07:47.859252,0.1,1.0,False,img_9,img_9,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_19,Defective: defective_38
2025-11-18T19:07:47.859252,0.1,1.0,False,img_10,img_10,Nominal,Nominal,1,0.5,0.5,Nominal: nominal_6,Defective: defective_44
2025-11-18T19:07:47.859252,0.1,1.0,False,img_11,img_11,Nominal,Nominal,1,0.5,0.5,Nominal: nominal_10,Defective: defective_44
2025-11-18T19:07:47.859252,0.1,1.0,False,img_12,img_12,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_44,Defective: defective_32
2025-11-18T19:07:47.859252,0.1,1.0,False,img_13,img_13,Defective,Nominal|Defective,2,0.5,0.5,Nominal: nominal_10,Defective: defective_1
2025-11-18T19:07:47.859252,0.1,1.0,False,img_14,img_14,Nominal,Nominal,1,0.5,0.5,Nominal: nominal_12,Defective: defective_32
