datetime_of_operation,alpha,temperature,mondrian,image_path,image_name,point_prediction,prediction_set,set_size,Nominal_prob,Defective_prob,nominal_description,defective_description
2025-11-20T16:02:39.619947,0.1,1.0,True,img_0,img_0,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_36,Defective: defective_36
2025-11-20T16:02:39.619947,0.1,1.0,True,img_1,img_1,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_6,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_2,img_2,Defective,Nominal|Defective,2,0.467,0.533,Nominal: nominal_3,Defective: defective_0
2025-11-20T16:02:39.619947,0.1,1.0,True,img_3,img_3,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_47,Defective: defective_26
2025-11-20T16:02:39.619947,0.1,1.0,True,img_4,img_4,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_10,Defective: defective_22
2025-11-20T16:02:39.619947,0.1,1.0,True,img_5,img_5,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_44,Defective: defective_11
2025-11-20T16:02:39.619947,0.1,1.0,True,img_6,img_6,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_36,Defective: defective_22
2025-11-20T16:02:39.619947,0.1,1.0,True,img_7,img_7,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_47,Defective: defective_26
2025-11-20T16:02:39.619947,0.1,1.0,True,img_8,img_8,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_44,Defective: defective_11
2025-11-20T16:02:39.619947,0.1,1.0,True,img_9,img_9,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_17,Defective: defective_11
2025-11-20T16:02:39.619947,0.1,1.0,True,img_10,img_10,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_29,Defective: defective_37
2025-11-20T16:02:39.619947,0.1,1.0,True,img_11,img_11,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_16,Defective: defective_10
2025-11-20T16:02:39.619947,0.1,1.0,True,img_12,img_12,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_7,Defective: defective_43
2025-11-20T16:02:39.619947,0.1,1.0,True,img_13,img_13,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_47,Defective: defective_20
2025-11-20T16:02:39.619947,0.1,1.0,True,img_14,img_14,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_47,Defective: defective_13
2025-11-20T16:02:39.619947,0.1,1.0,True,img_15,img_15,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_12,Defective: defective_20
2025-11-20T16:02:39.619947,0.1,1.0,True,img_16,img_16,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_15,Defective: defective_19
2025-11-20T16:02:39.619947,0.1,1.0,True,img_17,img_17,Defective,Nominal|Defective,2,0.467,0.533,Nominal: nominal_16,Defective: defective_8
2025-11-20T16:02:39.619947,0.1,1.0,True,img_18,img_18,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_8,Defective: defective_9
2025-11-20T16:02:39.619947,0.1,1.0,True,img_19,img_19,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_34,Defective: defective_10
2025-11-20T16:02:39.619947,0.1,1.0,True,img_20,img_20,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_21,Defective: defective_8
2025-11-20T16:02:39.619947,0.1,1.0,True,img_21,img_21,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_37,Defective: defective_9
2025-11-20T16:02:39.619947,0.1,1.0,True,img_22,img_22,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_10,Defective: defective_17
2025-11-20T16:02:39.619947,0.1,1.0,True,img_23,img_23,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_22,Defective: defective_29
2025-11-20T16:02:39.619947,0.1,1.0,True,img_24,img_24,Defective,Defective,1,0.125,0.875,Nominal: nominal_19,Defective: defective_19
2025-11-20T16:02:39.619947,0.1,1.0,True,img_25,img_25,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_14,Defective: defective_21
2025-11-20T16:02:39.619947,0.1,1.0,True,img_26,img_26,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_12,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_27,img_27,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_46,Defective: defective_26
2025-11-20T16:02:39.619947,0.1,1.0,True,img_28,img_28,Nominal,Nominal|Defective,2,0.5,0.5,Nominal: nominal_20,Defective: defective_22
2025-11-20T16:02:39.619947,0.1,1.0,True,img_29,img_29,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_12,Defective: defective_20
2025-11-20T16:02:39.619947,0.1,1.0,True,img_30,img_30,Defective,Defective,1,0.273,0.727,Nominal: nominal_35,Defective: defective_32
2025-11-20T16:02:39.619947,0.1,1.0,True,img_31,img_31,Defective,Nominal|Defective,2,0.467,0.533,Nominal: nominal_45,Defective: defective_36
2025-11-20T16:02:39.619947,0.1,1.0,True,img_32,img_32,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_22,Defective: defective_9
2025-11-20T16:02:39.619947,0.1,1.0,True,img_33,img_33,Nominal,Nominal,1,0.876,0.124,Nominal: nominal_14,Defective: defective_23
2025-11-20T16:02:39.619947,0.1,1.0,True,img_34,img_34,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_22,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_35,img_35,Nominal,Nominal,1,0.89,0.11,Nominal: nominal_26,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_36,img_36,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_35,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_37,img_37,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_29,Defective: defective_36
2025-11-20T16:02:39.619947,0.1,1.0,True,img_38,img_38,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_27,Defective: defective_43
2025-11-20T16:02:39.619947,0.1,1.0,True,img_39,img_39,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_21,Defective: defective_8
2025-11-20T16:02:39.619947,0.1,1.0,True,img_40,img_40,Nominal,Nominal,1,0.875,0.125,Nominal: nominal_12,Defective: defective_44
2025-11-20T16:02:39.619947,0.1,1.0,True,img_41,img_41,Defective,Defective,1,0.127,0.873,Nominal: nominal_10,Defective: defective_9
2025-11-20T16:02:39.619947,0.1,1.0,True,img_42,img_42,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_42,Defective: defective_21
2025-11-20T16:02:39.619947,0.1,1.0,True,img_43,img_43,Nominal,Nominal|Defective,2,0.765,0.235,Nominal: nominal_44,Defective: defective_11
2025-11-20T16:02:39.619947,0.1,1.0,True,img_44,img_44,Nominal,Nominal|Defective,2,0.567,0.433,Nominal: nominal_21,Defective: defective_8
