datetime_of_operation,alpha,temperature,mondrian,image_path,image_name,point_prediction,prediction_set,set_size,Nominal_prob,Defective_prob,nominal_description,defective_description
2025-11-20T22:04:26.916327,0.1,1.0,False,img_0,img_0,Nominal,Nominal,1,0.55,0.45,Nominal: nominal_36,Defective: defective_28
2025-11-20T22:04:26.916327,0.1,1.0,False,img_1,img_1,Nominal,Nominal,1,0.525,0.475,Nominal: nominal_5,Defective: defective_19
2025-11-20T22:04:26.916327,0.1,1.0,False,img_2,img_2,Defective,Defective,1,0.474,0.526,Nominal: nominal_42,Defective: defective_3
2025-11-20T22:04:26.916327,0.1,1.0,False,img_3,img_3,Defective,Nominal|Defective,2,0.491,0.509,Nominal: nominal_27,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_4,img_4,Nominal,Nominal|Defective,2,0.508,0.492,Nominal: nominal_10,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_5,img_5,Nominal,Nominal|Defective,2,0.512,0.488,Nominal: nominal_19,Defective: defective_24
2025-11-20T22:04:26.916327,0.1,1.0,False,img_6,img_6,Nominal,Nominal,1,0.536,0.464,Nominal: nominal_36,Defective: defective_10
2025-11-20T22:04:26.916327,0.1,1.0,False,img_7,img_7,Nominal,Nominal|Defective,2,0.501,0.499,Nominal: nominal_27,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_8,img_8,Nominal,Nominal,1,0.534,0.466,Nominal: nominal_14,Defective: defective_44
2025-11-20T22:04:26.916327,0.1,1.0,False,img_9,img_9,Nominal,Nominal,1,0.525,0.475,Nominal: nominal_31,Defective: defective_0
2025-11-20T22:04:26.916327,0.1,1.0,False,img_10,img_10,Nominal,Nominal,1,0.596,0.404,Nominal: nominal_14,Defective: defective_6
2025-11-20T22:04:26.916327,0.1,1.0,False,img_11,img_11,Nominal,Nominal,1,0.536,0.464,Nominal: nominal_10,Defective: defective_48
2025-11-20T22:04:26.916327,0.1,1.0,False,img_12,img_12,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_27,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_13,img_13,Nominal,Nominal|Defective,2,0.509,0.491,Nominal: nominal_37,Defective: defective_48
2025-11-20T22:04:26.916327,0.1,1.0,False,img_14,img_14,Defective,Nominal|Defective,2,0.497,0.503,Nominal: nominal_27,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_15,img_15,Nominal,Nominal,1,0.534,0.466,Nominal: nominal_5,Defective: defective_24
2025-11-20T22:04:26.916327,0.1,1.0,False,img_16,img_16,Nominal,Nominal,1,0.515,0.485,Nominal: nominal_6,Defective: defective_24
2025-11-20T22:04:26.916327,0.1,1.0,False,img_17,img_17,Nominal,Nominal,1,0.522,0.478,Nominal: nominal_10,Defective: defective_26
2025-11-20T22:04:26.916327,0.1,1.0,False,img_18,img_18,Nominal,Nominal|Defective,2,0.513,0.487,Nominal: nominal_8,Defective: defective_6
2025-11-20T22:04:26.916327,0.1,1.0,False,img_19,img_19,Defective,Nominal|Defective,2,0.495,0.505,Nominal: nominal_46,Defective: defective_44
